0 annotation: 67
1 annotation: 66
2 annotation: 64
3 annotation: 62
4 annotation: 62
5 annotation: 64
6 annotation: 64
7 annotation: 63
8 annotation: 62
9 annotation: 62
10 annotation: 61
11 annotation: 61
12 annotation: 62
13 annotation: 62
14 annotation: 63
15 annotation: 62
16 annotation: 63
17 annotation: 62
18 annotation: 62
19 annotation: 62
20 annotation: 63
21 annotation: 62
22 annotation: 61
23 annotation: 62
24 annotation: 62
  Annotated, PSIPP,   1,   0,   0,   133.717,   133.717,         0
  Annotated, PSIPP,  13,   0,   0,   261.359,  1896.181,         1
Unannotated, PSIPP,  13,   0,   0,   261.359,  1896.181,      3647
  Annotated, PSIPP,  13,   0,   1,   303.724,  1947.538,         1
Unannotated,  CCBS,  13,   0,   1,   297.022,  1790.091,        24
Unannotated, PSIPP,  13,   0,   1,   303.724,  1947.538,      3846
  Annotated, PSIPP,  13,   0,   2,   237.472,  1804.984,         1
Unannotated,  CCBS,  13,   0,   2,   238.726,  1701.204,        12
Unannotated, PSIPP,  13,   0,   2,   237.472,  1804.984,      3291
  Annotated, PSIPP,  13,   0,   3,   297.026,  1756.884,         1
Unannotated,  CCBS,  13,   0,   3,   297.675,  1742.579,         9
Unannotated, PSIPP,  13,   0,   3,   297.026,  1756.884,      3782
  Annotated, PSIPP,  13,   0,   4,   220.086,  1770.730,         1
Unannotated,  CCBS,  13,   0,   4,   221.507,  1726.269,       439
Unannotated, PSIPP,  13,   0,   4,   220.086,  1770.730,      3401
  Annotated, PSIPP,  13,   0,   5,   270.257,  1971.498,         1
Unannotated,  CCBS,  13,   0,   5,   270.257,  1963.779,      7583
Unannotated, PSIPP,  13,   0,   5,   270.257,  1971.498,      4063
  Annotated, PSIPP,  13,   0,   6,   250.609,  1787.230,         1
Unannotated,  CCBS,  13,   0,   6,   250.609,  1784.282,        11
Unannotated, PSIPP,  13,   0,   6,   250.609,  1787.230,      3705
  Annotated, PSIPP,  13,   0,   7,   259.996,  2075.672,         1
Unannotated,  CCBS,  13,   0,   7,   260.150,  1947.103,       396
Unannotated, PSIPP,  13,   0,   7,   259.996,  2075.672,      3586
  Annotated, PSIPP,  13,   0,   9,   305.905,  2185.513,         1
Unannotated,  CCBS,  13,   0,   9,   305.905,  2086.643,        36
Unannotated, PSIPP,  13,   0,   9,   305.905,  2185.513,      3918
  Annotated, PSIPP,  13,   0,  11,   267.133,  2007.379,         1
Unannotated,  CCBS,  13,   0,  11,   268.916,  1993.563,        79
Unannotated, PSIPP,  13,   0,  11,   267.133,  2007.379,      4432
  Annotated, PSIPP,  13,   0,  12,   234.353,  2167.377,         1
Unannotated,  CCBS,  13,   0,  12,   228.739,  2161.827,        12
Unannotated, PSIPP,  13,   0,  12,   234.353,  2167.377,      4067
  Annotated, PSIPP,  13,   0,  13,   315.636,  2439.790,         2
Unannotated, PSIPP,  13,   0,  13,   315.636,  2439.790,      4394
  Annotated, PSIPP,  13,   0,  14,   252.131,  1981.047,         1
Unannotated,  CCBS,  13,   0,  14,   248.717,  1898.993,        13
Unannotated, PSIPP,  13,   0,  14,   252.131,  1981.047,      3322
  Annotated, PSIPP,  13,   0,  15,   285.131,  2300.936,         2
Unannotated,  CCBS,  13,   0,  15,   285.131,  2300.936,         7
Unannotated, PSIPP,  13,   0,  15,   285.131,  2300.936,      4819
  Annotated, PSIPP,  13,   0,  16,   244.673,  2470.441,         2
Unannotated, PSIPP,  13,   0,  16,   244.673,  2470.441,      5027
  Annotated, PSIPP,  13,   0,  17,   294.119,  2323.289,         1
Unannotated,  CCBS,  13,   0,  17,   294.704,  2301.813,      1379
Unannotated, PSIPP,  13,   0,  17,   294.119,  2323.289,      4362
  Annotated, PSIPP,  13,   0,  18,   283.800,  2161.777,         1
Unannotated,  CCBS,  13,   0,  18,   286.070,  1898.824,     20485
Unannotated, PSIPP,  13,   0,  18,   283.800,  2161.777,      3828
  Annotated, PSIPP,  13,   0,  19,   245.157,  1937.377,         1
Unannotated,  CCBS,  13,   0,  19,   245.157,  1871.914,        48
Unannotated, PSIPP,  13,   0,  19,   245.157,  1937.377,      4241
  Annotated, PSIPP,  13,   0,  21,   297.972,  2330.402,         1
Unannotated,  CCBS,  13,   0,  21,   296.067,  1978.187,        17
Unannotated, PSIPP,  13,   0,  21,   297.972,  2330.402,      3690
  Annotated, PSIPP,  13,   0,  22,   205.500,  1661.746,         1
Unannotated,  CCBS,  13,   0,  22,   205.500,  1661.746,         4
Unannotated, PSIPP,  13,   0,  22,   205.500,  1661.746,      3357
  Annotated, PSIPP,  13,   0,  23,   297.294,  2575.024,         2
Unannotated, PSIPP,  13,   0,  23,   297.294,  2575.024,      4680
  Annotated, PSIPP,  13,   0,  24,   306.324,  2419.428,         2
Unannotated,  CCBS,  13,   0,  24,   316.769,  2206.220,     17967
Unannotated, PSIPP,  13,   0,  24,   306.324,  2419.428,      4265
  Annotated, PSIPP,  14,   0,   0,   261.359,  2040.315,         1
Unannotated, PSIPP,  14,   0,   0,   261.359,  2040.315,      3894
  Annotated, PSIPP,  14,   0,   1,   303.724,  2125.265,         1
Unannotated,  CCBS,  14,   0,   1,   297.022,  1967.818,        40
Unannotated, PSIPP,  14,   0,   1,   303.724,  2125.265,      3996
  Annotated, PSIPP,  14,   0,   2,   237.472,  1847.015,         1
Unannotated,  CCBS,  14,   0,   2,   238.726,  1743.236,        12
Unannotated, PSIPP,  14,   0,   2,   237.472,  1847.015,      3342
  Annotated, PSIPP,  14,   0,   3,   297.026,  1950.777,         1
Unannotated,  CCBS,  14,   0,   3,   297.675,  1936.471,         9
Unannotated, PSIPP,  14,   0,   3,   297.026,  1950.777,      3868
  Annotated, PSIPP,  14,   0,   4,   220.086,  1975.885,         1
Unannotated,  CCBS,  14,   0,   4,   221.507,  1931.424,       449
Unannotated, PSIPP,  14,   0,   4,   220.086,  1975.885,      3636
  Annotated, PSIPP,  14,   0,   5,   270.257,  2053.926,         1
Unannotated,  CCBS,  14,   0,   5,   270.257,  2046.207,      7780
Unannotated, PSIPP,  14,   0,   5,   270.257,  2053.926,      4450
  Annotated, PSIPP,  14,   0,   6,   250.609,  1853.997,         1
Unannotated,  CCBS,  14,   0,   6,   250.609,  1851.200,        12
Unannotated, PSIPP,  14,   0,   6,   250.609,  1853.997,      4099
  Annotated, PSIPP,  14,   0,   7,   262.458,  2338.129,         1
Unannotated,  CCBS,  14,   0,   7,   264.510,  2211.613,       799
Unannotated, PSIPP,  14,   0,   7,   262.458,  2338.129,      3835
  Annotated, PSIPP,  14,   0,   9,   305.905,  2202.769,         1
Unannotated,  CCBS,  14,   0,   9,   305.905,  2103.899,        38
Unannotated, PSIPP,  14,   0,   9,   305.905,  2202.769,      4127
  Annotated, PSIPP,  14,   0,  11,   267.133,  2060.863,         1
Unannotated,  CCBS,  14,   0,  11,   268.916,  2047.047,        81
Unannotated, PSIPP,  14,   0,  11,   267.133,  2060.863,      4523
  Annotated, PSIPP,  14,   0,  12,   234.353,  2396.271,         1
Unannotated,  CCBS,  14,   0,  12,   228.895,  2390.721,        86
Unannotated, PSIPP,  14,   0,  12,   234.353,  2396.271,      4374
  Annotated, PSIPP,  14,   0,  13,   315.636,  2561.095,         2
Unannotated, PSIPP,  14,   0,  13,   315.636,  2561.095,      4800
  Annotated, PSIPP,  14,   0,  14,   252.131,  2165.012,         1
Unannotated,  CCBS,  14,   0,  14,   248.717,  2082.958,        13
Unannotated, PSIPP,  14,   0,  14,   252.131,  2165.012,      3830
  Annotated, PSIPP,  14,   0,  15,   285.131,  2536.726,         2
Unannotated,  CCBS,  14,   0,  15,   285.131,  2536.726,         9
Unannotated, PSIPP,  14,   0,  15,   285.131,  2536.726,      5176
  Annotated, PSIPP,  14,   0,  16,   244.673,  2667.736,         2
Unannotated, PSIPP,  14,   0,  16,   244.673,  2667.736,      5351
  Annotated, PSIPP,  14,   0,  17,   294.119,  2478.766,         1
Unannotated,  CCBS,  14,   0,  17,   294.704,  2456.485,     12870
Unannotated, PSIPP,  14,   0,  17,   294.119,  2478.766,      4866
  Annotated, PSIPP,  14,   0,  18,   283.800,  2234.213,         2
Unannotated,  CCBS,  14,   0,  18,   286.070,  1960.513,      1541
Unannotated, PSIPP,  14,   0,  18,   283.800,  2234.213,      4397
  Annotated, PSIPP,  14,   0,  19,   256.836,  2194.213,         1
Unannotated,  CCBS,  14,   0,  19,   256.836,  2128.750,         8
Unannotated, PSIPP,  14,   0,  19,   256.836,  2194.213,      4308
  Annotated, PSIPP,  14,   0,  21,   297.972,  2507.609,         2
Unannotated,  CCBS,  14,   0,  21,   296.067,  2155.394,        20
Unannotated, PSIPP,  14,   0,  21,   297.972,  2507.609,      4337
  Annotated, PSIPP,  14,   0,  22,   205.500,  1712.139,         1
Unannotated,  CCBS,  14,   0,  22,   205.500,  1712.139,         4
Unannotated, PSIPP,  14,   0,  22,   205.500,  1712.139,      3673
  Annotated, PSIPP,  14,   0,  23,   297.294,  2718.733,         2
Unannotated, PSIPP,  14,   0,  23,   297.294,  2718.733,      5064
  Annotated, PSIPP,  14,   0,  24,   306.324,  2710.346,         2
Unannotated,  CCBS,  14,   0,  24,   316.769,  2483.462,      5590
Unannotated, PSIPP,  14,   0,  24,   306.324,  2710.346,      4552
  Annotated, PSIPP,  15,   0,   0,   261.359,  2286.281,         1
Unannotated, PSIPP,  15,   0,   0,   261.359,  2286.281,      4336
  Annotated, PSIPP,  15,   0,   1,   303.724,  2215.822,         1
Unannotated,  CCBS,  15,   0,   1,   297.022,  2058.375,        18
Unannotated, PSIPP,  15,   0,   1,   303.724,  2215.822,      4384
  Annotated, PSIPP,  15,   0,   2,   237.472,  1858.832,         1
Unannotated,  CCBS,  15,   0,   2,   238.726,  1755.052,        12
Unannotated, PSIPP,  15,   0,   2,   237.472,  1858.832,      3425
  Annotated, PSIPP,  15,   0,   3,   297.026,  1979.912,         1
Unannotated,  CCBS,  15,   0,   3,   297.738,  1965.669,        11
Unannotated, PSIPP,  15,   0,   3,   297.026,  1979.912,      4182
  Annotated, PSIPP,  15,   0,   4,   220.086,  2191.889,         1
Unannotated,  CCBS,  15,   0,   4,   221.507,  2147.429,       557
Unannotated, PSIPP,  15,   0,   4,   220.086,  2191.889,      4237
  Annotated, PSIPP,  15,   0,   5,   270.257,  2167.162,         1
Unannotated,  CCBS,  15,   0,   5,   270.257,  2126.508,      7760
Unannotated, PSIPP,  15,   0,   5,   270.257,  2167.162,      4611
  Annotated, PSIPP,  15,   0,   6,   250.609,  2093.910,         1
Unannotated,  CCBS,  15,   0,   6,   251.459,  1892.411,        14
Unannotated, PSIPP,  15,   0,   6,   250.609,  2093.910,      4168
  Annotated, PSIPP,  15,   0,   7,   272.275,  2610.405,         2
Unannotated,  CCBS,  15,   0,   7,   264.510,  2475.672,      3297
Unannotated, PSIPP,  15,   0,   7,   272.275,  2610.405,      4346
  Annotated, PSIPP,  15,   0,   9,   305.905,  2272.867,         1
Unannotated,  CCBS,  15,   0,   9,   305.905,  2173.997,        44
Unannotated, PSIPP,  15,   0,   9,   305.905,  2272.867,      4197
  Annotated, PSIPP,  15,   0,  11,   267.133,  2104.246,         1
Unannotated,  CCBS,  15,   0,  11,   268.916,  2072.552,        82
Unannotated, PSIPP,  15,   0,  11,   267.133,  2104.246,      4580
  Annotated, PSIPP,  15,   0,  12,   234.353,  2628.185,         2
Unannotated,  CCBS,  15,   0,  12,   231.914,  2622.635,        90
Unannotated, PSIPP,  15,   0,  12,   234.353,  2628.185,      4824
  Annotated, PSIPP,  15,   0,  13,   315.636,  2797.311,         2
Unannotated, PSIPP,  15,   0,  13,   315.636,  2797.311,      5102
  Annotated, PSIPP,  15,   0,  14,   252.131,  2260.536,         1
Unannotated,  CCBS,  15,   0,  14,   248.717,  2178.482,        14
Unannotated, PSIPP,  15,   0,  14,   252.131,  2260.536,      4163
  Annotated, PSIPP,  15,   0,  15,   285.131,  2658.034,         2
Unannotated,  CCBS,  15,   0,  15,   287.966,  2637.187,       192
Unannotated, PSIPP,  15,   0,  15,   285.131,  2658.034,      5842
  Annotated, PSIPP,  15,   0,  16,   244.673,  2782.949,         2
Unannotated, PSIPP,  15,   0,  16,   244.673,  2782.949,      5734
  Annotated, PSIPP,  15,   0,  17,   294.119,  2621.602,         2
Unannotated, PSIPP,  15,   0,  17,   294.119,  2621.602,      5170
  Annotated, PSIPP,  15,   0,  18,   283.800,  2387.903,         2
Unannotated,  CCBS,  15,   0,  18,   286.777,  2114.203,     15703
Unannotated, PSIPP,  15,   0,  18,   283.800,  2387.903,      4501
  Annotated, PSIPP,  15,   0,  19,   256.836,  2421.853,         1
Unannotated,  CCBS,  15,   0,  19,   256.836,  2356.390,       554
Unannotated, PSIPP,  15,   0,  19,   256.836,  2421.853,      4721
  Annotated, PSIPP,  15,   0,  21,   297.972,  2790.776,         2
Unannotated,  CCBS,  15,   0,  21,   296.025,  2436.613,        23
Unannotated, PSIPP,  15,   0,  21,   297.972,  2790.776,      4777
  Annotated, PSIPP,  15,   0,  22,   205.500,  1852.179,         1
Unannotated,  CCBS,  15,   0,  22,   205.500,  1851.545,         7
Unannotated, PSIPP,  15,   0,  22,   205.500,  1852.179,      3815
  Annotated, PSIPP,  15,   0,  23,   297.294,  2816.019,         2
Unannotated, PSIPP,  15,   0,  23,   297.294,  2816.019,      5349
  Annotated, PSIPP,  15,   0,  24,   322.286,  3032.632,         2
Unannotated,  CCBS,  15,   0,  24,   320.147,  2805.363,     13903
Unannotated, PSIPP,  15,   0,  24,   322.286,  3032.632,      5057
  Annotated, PSIPP,  16,   0,   0,   290.218,  2576.498,         1
Unannotated, PSIPP,  16,   0,   0,   290.218,  2576.498,      4931
  Annotated, PSIPP,  16,   0,   1,   303.724,  2478.086,         1
Unannotated,  CCBS,  16,   0,   1,   297.022,  2322.427,        36
Unannotated, PSIPP,  16,   0,   1,   303.724,  2478.086,      4571
  Annotated, PSIPP,  16,   0,   2,   237.472,  1973.639,         1
Unannotated,  CCBS,  16,   0,   2,   238.726,  1869.859,        14
Unannotated, PSIPP,  16,   0,   2,   237.472,  1973.639,      3477
  Annotated, PSIPP,  16,   0,   3,   297.026,  2050.077,         1
Unannotated,  CCBS,  16,   0,   3,   297.738,  2035.834,        11
Unannotated, PSIPP,  16,   0,   3,   297.026,  2050.077,      4235
  Annotated, PSIPP,  16,   0,   4,   220.086,  2410.897,         2
Unannotated,  CCBS,  16,   0,   4,   221.507,  2364.428,       480
Unannotated, PSIPP,  16,   0,   4,   220.086,  2410.897,      4656
  Annotated, PSIPP,  16,   0,   5,   270.257,  2245.141,         1
Unannotated,  CCBS,  16,   0,   5,   270.257,  2204.487,      8013
Unannotated, PSIPP,  16,   0,   5,   270.257,  2245.141,      4851
  Annotated, PSIPP,  16,   0,   6,   304.726,  2398.636,         2
Unannotated,  CCBS,  16,   0,   6,   299.739,  2192.150,       241
Unannotated, PSIPP,  16,   0,   6,   304.726,  2398.636,      4307
  Annotated, PSIPP,  16,   0,   7,   280.753,  2891.158,         2
Unannotated, PSIPP,  16,   0,   7,   280.753,  2891.158,      4928
  Annotated, PSIPP,  16,   0,   9,   305.905,  2395.405,         1
Unannotated,  CCBS,  16,   0,   9,   305.905,  2296.535,       115
Unannotated, PSIPP,  16,   0,   9,   305.905,  2395.405,      4450
  Annotated, PSIPP,  16,   0,  11,   267.133,  2169.769,         1
Unannotated,  CCBS,  16,   0,  11,   268.916,  2138.074,        83
Unannotated, PSIPP,  16,   0,  11,   267.133,  2169.769,      4653
  Annotated, PSIPP,  16,   0,  12,   234.353,  2832.436,         2
Unannotated,  CCBS,  16,   0,  12,   231.914,  2826.886,       279
Unannotated, PSIPP,  16,   0,  12,   234.353,  2832.436,      5354
  Annotated, PSIPP,  16,   0,  13,   315.636,  3013.853,         2
Unannotated, PSIPP,  16,   0,  13,   315.636,  3013.853,      5610
  Annotated, PSIPP,  16,   0,  14,   252.131,  2349.102,         1
Unannotated,  CCBS,  16,   0,  14,   254.432,  2215.734,        18
Unannotated, PSIPP,  16,   0,  14,   252.131,  2349.102,      4439
  Annotated, PSIPP,  16,   0,  15,   285.131,  2726.599,         2
Unannotated,  CCBS,  16,   0,  15,   287.966,  2705.752,       201
Unannotated, PSIPP,  16,   0,  15,   285.131,  2726.599,      6060
  Annotated, PSIPP,  16,   0,  16,   244.673,  2849.506,         2
Unannotated, PSIPP,  16,   0,  16,   244.673,  2849.506,      5878
  Annotated, PSIPP,  16,   0,  17,   294.119,  2812.828,         2
Unannotated, PSIPP,  16,   0,  17,   294.119,  2812.828,      5498
  Annotated, PSIPP,  16,   0,  18,   283.800,  2540.832,         2
Unannotated, PSIPP,  16,   0,  18,   283.800,  2540.832,      4891
  Annotated, PSIPP,  16,   0,  19,   256.836,  2635.587,         2
Unannotated,  CCBS,  16,   0,  19,   256.658,  2566.770,      3976
Unannotated, PSIPP,  16,   0,  19,   256.836,  2635.587,      5451
  Annotated, PSIPP,  16,   0,  21,   297.972,  2955.972,         2
Unannotated,  CCBS,  16,   0,  21,   296.025,  2601.691,        40
Unannotated, PSIPP,  16,   0,  21,   297.972,  2955.972,      5548
  Annotated, PSIPP,  16,   0,  22,   205.500,  2010.239,         1
Unannotated,  CCBS,  16,   0,  22,   205.500,  2009.605,        11
Unannotated, PSIPP,  16,   0,  22,   205.500,  2010.239,      4133
  Annotated, PSIPP,  16,   0,  23,   297.294,  3105.538,         2
Unannotated, PSIPP,  16,   0,  23,   297.294,  3105.538,      5610
  Annotated, PSIPP,  16,   0,  24,   322.286,  3125.526,         2
Unannotated, PSIPP,  16,   0,  24,   322.286,  3125.526,      5545
  Annotated, PSIPP,  17,   0,   0,   290.218,  2761.821,         2
Unannotated, PSIPP,  17,   0,   0,   290.218,  2761.821,      5375
  Annotated, PSIPP,  17,   0,   1,   303.724,  2564.016,         2
Unannotated,  CCBS,  17,   0,   1,   297.022,  2408.356,        62
Unannotated, PSIPP,  17,   0,   1,   303.724,  2564.016,      4988
  Annotated, PSIPP,  17,   0,   2,   237.472,  2034.535,         1
Unannotated,  CCBS,  17,   0,   2,   238.726,  1930.755,        14
Unannotated, PSIPP,  17,   0,   2,   237.472,  2034.535,      3644
  Annotated, PSIPP,  17,   0,   3,   297.026,  2225.467,         1
Unannotated,  CCBS,  17,   0,   3,   297.738,  2199.025,        48
Unannotated, PSIPP,  17,   0,   3,   297.026,  2225.467,      4405
  Annotated, PSIPP,  17,   0,   4,   220.086,  2600.454,         2
Unannotated,  CCBS,  17,   0,   4,   221.507,  2449.239,       501
Unannotated, PSIPP,  17,   0,   4,   220.086,  2600.454,      5115
  Annotated, PSIPP,  17,   0,   5,   270.257,  2286.833,         1
Unannotated,  CCBS,  17,   0,   5,   270.257,  2246.180,      8005
Unannotated, PSIPP,  17,   0,   5,   270.257,  2286.833,      4948
  Annotated, PSIPP,  17,   0,   6,   304.726,  2426.163,         1
Unannotated,  CCBS,  17,   0,   6,   299.739,  2219.677,       237
Unannotated, PSIPP,  17,   0,   6,   304.726,  2426.163,      4917
  Annotated, PSIPP,  17,   0,   7,   280.753,  3144.069,         2
Unannotated, PSIPP,  17,   0,   7,   280.753,  3144.069,      5471
  Annotated, PSIPP,  17,   0,   9,   305.905,  2461.984,         2
Unannotated,  CCBS,  17,   0,   9,   305.905,  2363.114,       119
Unannotated, PSIPP,  17,   0,   9,   305.905,  2461.984,      4785
  Annotated, PSIPP,  17,   0,  11,   267.133,  2226.240,         1
Unannotated,  CCBS,  17,   0,  11,   268.916,  2194.545,        85
Unannotated, PSIPP,  17,   0,  11,   267.133,  2226.240,      4821
  Annotated, PSIPP,  17,   0,  12,   234.353,  3007.425,         2
Unannotated,  CCBS,  17,   0,  12,   231.914,  3000.744,       228
Unannotated, PSIPP,  17,   0,  12,   234.353,  3007.425,      5842
  Annotated, PSIPP,  17,   0,  13,   315.636,  3114.369,         2
Unannotated, PSIPP,  17,   0,  13,   315.636,  3114.369,      6200
  Annotated, PSIPP,  17,   0,  14,   252.131,  2479.027,         1
Unannotated,  CCBS,  17,   0,  14,   254.432,  2345.659,        19
Unannotated, PSIPP,  17,   0,  14,   252.131,  2479.027,      4574
  Annotated, PSIPP,  17,   0,  15,   285.131,  2987.558,         2
Unannotated,  CCBS,  17,   0,  15,   287.966,  2968.165,     10178
Unannotated, PSIPP,  17,   0,  15,   285.131,  2987.558,      6224
  Annotated, PSIPP,  17,   0,  16,   244.673,  2879.089,         2
Unannotated, PSIPP,  17,   0,  16,   244.673,  2879.089,      5998
  Annotated, PSIPP,  17,   0,  17,   294.119,  3092.237,         2
Unannotated, PSIPP,  17,   0,  17,   294.119,  3092.237,      5743
  Annotated, PSIPP,  17,   0,  18,   283.800,  2636.232,         2
Unannotated, PSIPP,  17,   0,  18,   283.800,  2636.232,      5188
  Annotated, PSIPP,  17,   0,  19,   256.836,  2779.679,         2
Unannotated,  CCBS,  17,   0,  19,   256.658,  2626.431,      4427
Unannotated, PSIPP,  17,   0,  19,   256.836,  2779.679,      5869
  Annotated, PSIPP,  17,   0,  21,   297.972,  3232.741,         2
Unannotated,  CCBS,  17,   0,  21,   296.025,  2876.771,        55
Unannotated, PSIPP,  17,   0,  21,   297.972,  3232.741,      5910
  Annotated, PSIPP,  17,   0,  22,   205.500,  2172.567,         1
Unannotated,  CCBS,  17,   0,  22,   205.500,  2171.933,        12
Unannotated, PSIPP,  17,   0,  22,   205.500,  2172.567,      4499
  Annotated, PSIPP,  17,   0,  23,   297.294,  3277.774,         2
Unannotated, PSIPP,  17,   0,  23,   297.294,  3277.774,      6226
  Annotated, PSIPP,  18,   0,   0,   290.218,  3009.723,         2
Unannotated, PSIPP,  18,   0,   0,   290.218,  3009.723,      5896
  Annotated, PSIPP,  18,   0,   1,   303.724,  2699.687,         2
Unannotated,  CCBS,  18,   0,   1,   297.022,  2544.027,        36
Unannotated, PSIPP,  18,   0,   1,   303.724,  2699.687,      5216
  Annotated, PSIPP,  18,   0,   2,   237.472,  2218.260,         1
Unannotated,  CCBS,  18,   0,   2,   238.726,  2114.481,        14
Unannotated, PSIPP,  18,   0,   2,   237.472,  2218.260,      3706
  Annotated, PSIPP,  18,   0,   3,   297.026,  2377.035,         1
Unannotated,  CCBS,  18,   0,   3,   297.738,  2350.594,        47
Unannotated, PSIPP,  18,   0,   3,   297.026,  2377.035,      4592
  Annotated, PSIPP,  18,   0,   4,   220.086,  2772.493,         2
Unannotated,  CCBS,  18,   0,   4,   221.507,  2613.485,       972
Unannotated, PSIPP,  18,   0,   4,   220.086,  2772.493,      5346
  Annotated, PSIPP,  18,   0,   5,   270.257,  2409.927,         1
Unannotated,  CCBS,  18,   0,   5,   270.257,  2362.994,      8065
Unannotated, PSIPP,  18,   0,   5,   270.257,  2409.927,      5031
  Annotated, PSIPP,  18,   0,   6,   304.726,  2442.604,         1
Unannotated,  CCBS,  18,   0,   6,   299.739,  2236.118,       235
Unannotated, PSIPP,  18,   0,   6,   304.726,  2442.604,      4972
  Annotated, PSIPP,  18,   0,   7,   280.753,  3266.341,         2
Unannotated, PSIPP,  18,   0,   7,   280.753,  3266.341,      6006
  Annotated, PSIPP,  18,   0,   9,   305.905,  2601.556,         2
Unannotated,  CCBS,  18,   0,   9,   305.905,  2502.686,       120
Unannotated, PSIPP,  18,   0,   9,   305.905,  2601.556,      4891
  Annotated, PSIPP,  18,   0,  11,   267.133,  2320.446,         1
Unannotated,  CCBS,  18,   0,  11,   268.916,  2289.612,       156
Unannotated, PSIPP,  18,   0,  11,   267.133,  2320.446,      4873
  Annotated, PSIPP,  18,   0,  12,   234.353,  3216.060,         2
Unannotated,  CCBS,  18,   0,  12,   231.914,  3070.879,       195
Unannotated, PSIPP,  18,   0,  12,   234.353,  3216.060,      6239
  Annotated, PSIPP,  18,   0,  13,   315.636,  3271.313,         2
Unannotated, PSIPP,  18,   0,  13,   315.636,  3271.313,      6415
  Annotated, PSIPP,  18,   0,  14,   252.131,  2511.506,         1
Unannotated,  CCBS,  18,   0,  14,   254.432,  2378.137,        50
Unannotated, PSIPP,  18,   0,  14,   252.131,  2511.506,      4821
  Annotated, PSIPP,  18,   0,  15,   285.131,  3085.267,         2
Unannotated,  CCBS,  18,   0,  15,   287.966,  3065.874,     10458
Unannotated, PSIPP,  18,   0,  15,   285.131,  3085.267,      6839
  Annotated, PSIPP,  18,   0,  16,   244.673,  3053.432,         2
Unannotated, PSIPP,  18,   0,  16,   244.673,  3053.432,      6100
  Annotated, PSIPP,  18,   0,  17,   294.119,  3302.722,         2
Unannotated, PSIPP,  18,   0,  17,   294.119,  3302.722,      6293
  Annotated, PSIPP,  18,   0,  18,   283.800,  2669.293,         2
Unannotated, PSIPP,  18,   0,  18,   283.800,  2669.293,      5401
  Annotated, PSIPP,  18,   0,  19,   256.836,  2958.857,         2
Unannotated, PSIPP,  18,   0,  19,   256.836,  2958.857,      6150
  Annotated, PSIPP,  18,   0,  21,   297.972,  3398.272,         2
Unannotated,  CCBS,  18,   0,  21,   296.025,  3039.807,       135
Unannotated, PSIPP,  18,   0,  21,   297.972,  3398.272,      6470
  Annotated, PSIPP,  18,   0,  22,   205.500,  2326.240,         1
Unannotated,  CCBS,  18,   0,  22,   205.500,  2289.452,        70
Unannotated, PSIPP,  18,   0,  22,   205.500,  2326.240,      4806
  Annotated, PSIPP,  18,   0,  23,   297.294,  3498.783,         3
Unannotated, PSIPP,  18,   0,  23,   297.294,  3498.783,      6555
  Annotated, PSIPP,  19,   0,   0,   290.218,  3071.295,         2
Unannotated, PSIPP,  19,   0,   0,   290.218,  3071.295,      6445
  Annotated, PSIPP,  19,   0,   1,   303.724,  2767.591,         2
Unannotated,  CCBS,  19,   0,   1,   297.022,  2609.702,        96
Unannotated, PSIPP,  19,   0,   1,   303.724,  2767.591,      5508
  Annotated, PSIPP,  19,   0,   2,   237.472,  2283.349,         1
Unannotated,  CCBS,  19,   0,   2,   238.726,  2178.864,        22
Unannotated, PSIPP,  19,   0,   2,   237.472,  2283.349,      4107
  Annotated, PSIPP,  19,   0,   3,   297.026,  2429.236,         1
Unannotated,  CCBS,  19,   0,   3,   297.738,  2363.337,        51
Unannotated, PSIPP,  19,   0,   3,   297.026,  2429.236,      4738
  Annotated, PSIPP,  19,   0,   4,   220.086,  2798.090,         2
Unannotated,  CCBS,  19,   0,   4,   221.507,  2639.083,       984
Unannotated, PSIPP,  19,   0,   4,   220.086,  2798.090,      5613
  Annotated, PSIPP,  19,   0,   5,   270.257,  2586.767,         1
Unannotated, PSIPP,  19,   0,   5,   270.257,  2586.767,      5354
  Annotated, PSIPP,  19,   0,   6,   304.726,  2537.715,         2
Unannotated,  CCBS,  19,   0,   6,   299.739,  2331.228,      3249
Unannotated, PSIPP,  19,   0,   6,   304.726,  2537.715,      5027
  Annotated, PSIPP,  19,   0,   7,   280.753,  3502.742,         2
Unannotated, PSIPP,  19,   0,   7,   280.753,  3502.742,      6305
  Annotated, PSIPP,  19,   0,   9,   305.905,  2734.194,         2
Unannotated,  CCBS,  19,   0,   9,   305.905,  2633.887,       328
Unannotated, PSIPP,  19,   0,   9,   305.905,  2734.194,      5207
  Annotated, PSIPP,  19,   0,  11,   267.133,  2446.337,         1
Unannotated,  CCBS,  19,   0,  11,   268.916,  2410.510,      2701
Unannotated, PSIPP,  19,   0,  11,   267.133,  2446.337,      4990
  Annotated, PSIPP,  19,   0,  12,   284.936,  3500.996,         2
Unannotated,  CCBS,  19,   0,  12,   280.402,  3353.620,       706
Unannotated, PSIPP,  19,   0,  12,   284.936,  3500.996,      6396
  Annotated, PSIPP,  19,   0,  13,   315.636,  3522.361,         2
Unannotated, PSIPP,  19,   0,  13,   315.636,  3522.361,      6624
  Annotated, PSIPP,  19,   0,  14,   252.131,  2758.695,         2
